system:index,classification,.geo
0_1710,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.83777087612248,24.636296666977877]}"
0_1711,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.88268664032844,24.636296666977877]}"
0_1712,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.92760240453443,24.636296666977877]}"
0_1713,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.9725181687404,24.636296666977877]}"
0_1714,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.01743393294637,24.636296666977877]}"
0_1715,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.06234969715236,24.636296666977877]}"
0_1716,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.10726546135832,24.636296666977877]}"
0_1717,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1521812255643,24.636296666977877]}"
0_1718,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.19709698977027,24.636296666977877]}"
0_1719,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24201275397625,24.636296666977877]}"
0_1720,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.28692851818224,24.636296666977877]}"
0_1721,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3318442823882,24.636296666977877]}"
0_1722,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.37676004659419,24.636296666977877]}"
0_1723,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.42167581080015,24.636296666977877]}"
0_1724,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46659157500613,24.636296666977877]}"
0_1725,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.51150733921212,24.636296666977877]}"
0_1726,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.55642310341808,24.636296666977877]}"
0_1727,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.60133886762407,24.636296666977877]}"
0_1728,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.64625463183005,24.636296666977877]}"
0_1729,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69117039603601,24.636296666977877]}"
0_1730,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.736086160242,24.636296666977877]}"
0_1731,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.78100192444796,24.636296666977877]}"
0_1732,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.82591768865394,24.636296666977877]}"
0_1733,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.87083345285993,24.636296666977877]}"
0_1734,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.9157492170659,24.636296666977877]}"
0_1735,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.96066498127188,24.636296666977877]}"
0_1736,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.00558074547784,24.636296666977877]}"
0_1737,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.05049650968382,24.636296666977877]}"
0_1738,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.0954122738898,24.636296666977877]}"
0_1739,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.14032803809577,24.636296666977877]}"
0_1740,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.18524380230176,24.636296666977877]}"
0_1741,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.23015956650772,24.636296666977877]}"
0_1742,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.2750753307137,24.636296666977877]}"
0_1743,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.31999109491969,24.636296666977877]}"
0_1744,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.36490685912565,24.636296666977877]}"
0_1745,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.40982262333164,24.636296666977877]}"
0_1746,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.4547383875376,24.636296666977877]}"
0_1747,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.49965415174358,24.636296666977877]}"
0_1748,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.54456991594957,24.636296666977877]}"
0_1749,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.58948568015553,24.636296666977877]}"
0_1750,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.63440144436152,24.636296666977877]}"
0_1751,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.67931720856748,24.636296666977877]}"
0_1752,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.72423297277346,24.636296666977877]}"
0_1753,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.76914873697945,24.636296666977877]}"
0_1754,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.81406450118541,24.636296666977877]}"
0_1755,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.8589802653914,24.636296666977877]}"
0_1756,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.90389602959738,24.636296666977877]}"
0_1757,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.94881179380334,24.636296666977877]}"
0_1758,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.99372755800933,24.636296666977877]}"
0_1759,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.0386433222153,24.636296666977877]}"
0_1760,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.08355908642127,24.636296666977877]}"
0_1761,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.12847485062726,24.636296666977877]}"
0_1762,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.17339061483322,24.636296666977877]}"
0_1763,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.2183063790392,24.636296666977877]}"
0_1764,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.26322214324517,24.636296666977877]}"
0_1765,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.30813790745115,24.636296666977877]}"
0_1766,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.35305367165714,24.636296666977877]}"
0_1767,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.3979694358631,24.636296666977877]}"
0_1768,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.44288520006909,24.636296666977877]}"
0_1769,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.48780096427505,24.636296666977877]}"
0_1770,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.53271672848103,24.636296666977877]}"
0_1771,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.57763249268702,24.636296666977877]}"
0_1772,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.62254825689298,24.636296666977877]}"
0_1773,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.66746402109897,24.636296666977877]}"
0_1774,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.71237978530493,24.636296666977877]}"
0_1775,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.75729554951091,24.636296666977877]}"
0_1776,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.8022113137169,24.636296666977877]}"
0_1777,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.84712707792286,24.636296666977877]}"
0_1778,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.89204284212884,24.636296666977877]}"
0_1779,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.93695860633483,24.636296666977877]}"
0_1780,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.9818743705408,24.636296666977877]}"
0_1781,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.02679013474678,24.636296666977877]}"
0_1782,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.07170589895274,24.636296666977877]}"
0_1783,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.11662166315872,24.636296666977877]}"
0_1784,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.1615374273647,24.636296666977877]}"
0_1785,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.20645319157067,24.636296666977877]}"
0_1786,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.25136895577666,24.636296666977877]}"
0_1787,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.29628471998262,24.636296666977877]}"
0_1788,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.3412004841886,24.636296666977877]}"
0_1789,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.38611624839459,24.636296666977877]}"
0_1790,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.43103201260055,24.636296666977877]}"
0_1791,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.47594777680654,24.636296666977877]}"
0_1792,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.5208635410125,24.636296666977877]}"
0_1793,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.56577930521848,24.636296666977877]}"
0_1794,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.61069506942447,24.636296666977877]}"
0_1795,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.65561083363043,24.636296666977877]}"
0_1796,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.70052659783642,24.636296666977877]}"
0_1797,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.74544236204238,24.636296666977877]}"
0_1798,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.79035812624836,24.636296666977877]}"
0_1799,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.83527389045435,24.636296666977877]}"
0_1800,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.88018965466031,24.636296666977877]}"
0_1801,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.9251054188663,24.636296666977877]}"
0_1802,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.97002118307226,24.636296666977877]}"
0_1803,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.01493694727824,24.636296666977877]}"
0_1804,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.05985271148423,24.636296666977877]}"
0_1805,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.99622454367746,24.68121243118385]}"
0_1806,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.04114030788342,24.68121243118385]}"
0_1807,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.0860560720894,24.68121243118385]}"
0_1808,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.13097183629537,24.68121243118385]}"
0_1809,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.17588760050135,24.68121243118385]}"
0_1810,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.22080336470734,24.68121243118385]}"
0_1811,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2657191289133,24.68121243118385]}"
0_1812,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.31063489311929,24.68121243118385]}"
0_1813,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.35555065732525,24.68121243118385]}"
0_1814,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.40046642153123,24.68121243118385]}"
0_1815,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44538218573722,24.68121243118385]}"
0_1816,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.49029794994318,24.68121243118385]}"
0_1817,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.53521371414917,24.68121243118385]}"
0_1818,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.58012947835515,24.68121243118385]}"
0_1819,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.62504524256111,24.68121243118385]}"
0_1820,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6699610067671,24.68121243118385]}"
0_1821,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.71487677097306,24.68121243118385]}"
0_1822,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.75979253517905,24.68121243118385]}"
0_1823,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.80470829938503,24.68121243118385]}"
0_1824,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.849624063591,24.68121243118385]}"
0_1825,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.89453982779698,24.68121243118385]}"
0_1826,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.93945559200294,24.68121243118385]}"
0_1827,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.98437135620892,24.68121243118385]}"
0_1828,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0292871204149,24.68121243118385]}"
0_1829,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.07420288462087,24.68121243118385]}"
0_1830,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.11911864882686,24.68121243118385]}"
0_1831,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.16403441303282,24.68121243118385]}"
0_1832,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.2089501772388,24.68121243118385]}"
0_1833,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.25386594144479,24.68121243118385]}"
0_1834,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.29878170565075,24.68121243118385]}"
0_1835,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.34369746985674,24.68121243118385]}"
0_1836,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.3886132340627,24.68121243118385]}"
0_1837,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.43352899826868,24.68121243118385]}"
0_1838,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.47844476247467,24.68121243118385]}"
0_1839,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.52336052668063,24.68121243118385]}"
0_1840,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.56827629088662,24.68121243118385]}"
0_1841,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.6131920550926,24.68121243118385]}"
0_1842,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.65810781929856,24.68121243118385]}"
0_1843,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.70302358350455,24.68121243118385]}"
0_1844,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74793934771051,24.68121243118385]}"
0_1845,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7928551119165,24.68121243118385]}"
0_1846,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.83777087612248,24.68121243118385]}"
0_1847,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.88268664032844,24.68121243118385]}"
0_1848,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.92760240453443,24.68121243118385]}"
0_1849,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.9725181687404,24.68121243118385]}"
0_1850,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.01743393294637,24.68121243118385]}"
0_1851,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.06234969715236,24.68121243118385]}"
0_1852,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.10726546135832,24.68121243118385]}"
0_1853,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1521812255643,24.68121243118385]}"
0_1854,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.19709698977027,24.68121243118385]}"
0_1855,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24201275397625,24.68121243118385]}"
0_1856,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.28692851818224,24.68121243118385]}"
0_1857,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3318442823882,24.68121243118385]}"
0_1858,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.37676004659419,24.68121243118385]}"
0_1859,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.42167581080015,24.68121243118385]}"
0_1860,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46659157500613,24.68121243118385]}"
0_1861,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.51150733921212,24.68121243118385]}"
0_1862,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.55642310341808,24.68121243118385]}"
0_1863,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.60133886762407,24.68121243118385]}"
0_1864,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.64625463183005,24.68121243118385]}"
0_1865,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69117039603601,24.68121243118385]}"
0_1866,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.736086160242,24.68121243118385]}"
0_1867,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.78100192444796,24.68121243118385]}"
0_1868,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.82591768865394,24.68121243118385]}"
0_1869,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.87083345285993,24.68121243118385]}"
0_1870,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.9157492170659,24.68121243118385]}"
0_1871,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.96066498127188,24.68121243118385]}"
0_1872,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.00558074547784,24.68121243118385]}"
0_1873,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.05049650968382,24.68121243118385]}"
0_1874,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.0954122738898,24.68121243118385]}"
0_1875,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.14032803809577,24.68121243118385]}"
0_1876,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.18524380230176,24.68121243118385]}"
0_1877,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.23015956650772,24.68121243118385]}"
0_1878,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.2750753307137,24.68121243118385]}"
0_1879,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.31999109491969,24.68121243118385]}"
0_1880,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.36490685912565,24.68121243118385]}"
0_1881,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.40982262333164,24.68121243118385]}"
0_1882,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.4547383875376,24.68121243118385]}"
0_1883,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.49965415174358,24.68121243118385]}"
0_1884,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.54456991594957,24.68121243118385]}"
0_1885,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.58948568015553,24.68121243118385]}"
0_1886,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.63440144436152,24.68121243118385]}"
0_1887,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.67931720856748,24.68121243118385]}"
0_1888,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.72423297277346,24.68121243118385]}"
0_1889,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.76914873697945,24.68121243118385]}"
0_1890,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.81406450118541,24.68121243118385]}"
0_1891,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.8589802653914,24.68121243118385]}"
0_1892,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.90389602959738,24.68121243118385]}"
0_1893,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.94881179380334,24.68121243118385]}"
0_1894,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.99372755800933,24.68121243118385]}"
0_1895,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.0386433222153,24.68121243118385]}"
0_1896,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.08355908642127,24.68121243118385]}"
0_1897,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.12847485062726,24.68121243118385]}"
0_1898,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.17339061483322,24.68121243118385]}"
0_1899,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.2183063790392,24.68121243118385]}"
0_1900,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.26322214324517,24.68121243118385]}"
0_1901,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.30813790745115,24.68121243118385]}"
0_1902,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.35305367165714,24.68121243118385]}"
0_1903,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.3979694358631,24.68121243118385]}"
0_1904,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.44288520006909,24.68121243118385]}"
0_1905,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.48780096427505,24.68121243118385]}"
0_1906,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.53271672848103,24.68121243118385]}"
0_1907,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.57763249268702,24.68121243118385]}"
0_1908,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.62254825689298,24.68121243118385]}"
0_1909,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.66746402109897,24.68121243118385]}"
0_1910,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.71237978530493,24.68121243118385]}"
0_1911,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.75729554951091,24.68121243118385]}"
0_1912,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.8022113137169,24.68121243118385]}"
0_1913,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.84712707792286,24.68121243118385]}"
0_1914,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.89204284212884,24.68121243118385]}"
0_1915,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.93695860633483,24.68121243118385]}"
0_1916,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.9818743705408,24.68121243118385]}"
0_1917,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.02679013474678,24.68121243118385]}"
0_1918,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.07170589895274,24.68121243118385]}"
0_1919,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.11662166315872,24.68121243118385]}"
0_1920,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.1615374273647,24.68121243118385]}"
0_1921,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.20645319157067,24.68121243118385]}"
0_1922,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.25136895577666,24.68121243118385]}"
0_1923,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.29628471998262,24.68121243118385]}"
0_1924,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.3412004841886,24.68121243118385]}"
0_1925,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.38611624839459,24.68121243118385]}"
0_1926,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.43103201260055,24.68121243118385]}"
0_1927,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.47594777680654,24.68121243118385]}"
0_1928,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.5208635410125,24.68121243118385]}"
0_1929,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.56577930521848,24.68121243118385]}"
0_1930,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.61069506942447,24.68121243118385]}"
0_1931,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.65561083363043,24.68121243118385]}"
0_1932,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.70052659783642,24.68121243118385]}"
0_1933,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.74544236204238,24.68121243118385]}"
0_1934,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.79035812624836,24.68121243118385]}"
0_1935,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.83527389045435,24.68121243118385]}"
0_1936,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.88018965466031,24.68121243118385]}"
0_1937,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.9251054188663,24.68121243118385]}"
0_1938,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.97002118307226,24.68121243118385]}"
0_1939,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.01493694727824,24.68121243118385]}"
0_1940,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.05985271148423,24.68121243118385]}"
0_1941,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.99622454367746,24.72612819538983]}"
0_1942,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.04114030788342,24.72612819538983]}"
0_1943,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.0860560720894,24.72612819538983]}"
0_1944,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.13097183629537,24.72612819538983]}"
0_1945,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.17588760050135,24.72612819538983]}"
0_1946,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.22080336470734,24.72612819538983]}"
0_1947,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2657191289133,24.72612819538983]}"
0_1948,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.31063489311929,24.72612819538983]}"
0_1949,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.35555065732525,24.72612819538983]}"
0_1950,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.40046642153123,24.72612819538983]}"
0_1951,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44538218573722,24.72612819538983]}"
0_1952,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.49029794994318,24.72612819538983]}"
0_1953,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.53521371414917,24.72612819538983]}"
0_1954,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.58012947835515,24.72612819538983]}"
0_1955,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.62504524256111,24.72612819538983]}"
0_1956,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6699610067671,24.72612819538983]}"
0_1957,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.71487677097306,24.72612819538983]}"
0_1958,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.75979253517905,24.72612819538983]}"
0_1959,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.80470829938503,24.72612819538983]}"
0_1960,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.849624063591,24.72612819538983]}"
0_1961,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.89453982779698,24.72612819538983]}"
0_1962,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.93945559200294,24.72612819538983]}"
0_1963,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.98437135620892,24.72612819538983]}"
0_1964,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0292871204149,24.72612819538983]}"
0_1965,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.07420288462087,24.72612819538983]}"
0_1966,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.11911864882686,24.72612819538983]}"
0_1967,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.16403441303282,24.72612819538983]}"
0_1968,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.2089501772388,24.72612819538983]}"
