system:index,classification,.geo
0_1216,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.21144716290694,17.359942865609753]}"
0_1217,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.25636292711292,17.359942865609753]}"
0_1218,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.30127869131888,17.359942865609753]}"
0_1219,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.34619445552487,17.359942865609753]}"
0_1220,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.57077327655475,17.359942865609753]}"
0_1221,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.97501515440852,17.359942865609753]}"
0_1222,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.0199309186145,17.359942865609753]}"
0_1223,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.06484668282047,17.359942865609753]}"
0_1224,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10976244702645,17.359942865609753]}"
0_1225,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.15467821123244,17.359942865609753]}"
0_1226,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.1995939754384,17.359942865609753]}"
0_1227,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.24450973964439,17.359942865609753]}"
0_1228,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.28942550385037,17.359942865609753]}"
0_1229,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.33434126805633,17.359942865609753]}"
0_1230,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37925703226232,17.359942865609753]}"
0_1231,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.42417279646828,17.359942865609753]}"
0_1232,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.46908856067427,17.359942865609753]}"
0_1233,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.14532200943204,17.404858629815728]}"
0_1234,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.19023777363802,17.404858629815728]}"
0_1235,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.23515353784398,17.404858629815728]}"
0_1236,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.28006930204997,17.404858629815728]}"
0_1237,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.32498506625593,17.404858629815728]}"
0_1238,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.36990083046192,17.404858629815728]}"
0_1239,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.4148165946679,17.404858629815728]}"
0_1240,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.45973235887386,17.404858629815728]}"
0_1241,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.50464812307985,17.404858629815728]}"
0_1242,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.54956388728581,17.404858629815728]}"
0_1243,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.5944796514918,17.404858629815728]}"
0_1244,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.63939541569778,17.404858629815728]}"
0_1245,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.68431117990374,17.404858629815728]}"
0_1246,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.72922694410973,17.404858629815728]}"
0_1247,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.7741427083157,17.404858629815728]}"
0_1248,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.81905847252168,17.404858629815728]}"
0_1249,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.86397423672766,17.404858629815728]}"
0_1250,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.90889000093362,17.404858629815728]}"
0_1251,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9538057651396,17.404858629815728]}"
0_1252,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.99872152934559,17.404858629815728]}"
0_1253,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.04363729355155,17.404858629815728]}"
0_1254,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.08855305775754,17.404858629815728]}"
0_1255,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1334688219635,17.404858629815728]}"
0_1256,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.17838458616949,17.404858629815728]}"
0_1257,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.22330035037547,17.404858629815728]}"
0_1258,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.26821611458143,17.404858629815728]}"
0_1259,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.31313187878742,17.404858629815728]}"
0_1260,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.35804764299338,17.404858629815728]}"
0_1261,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.40296340719937,17.404858629815728]}"
0_1262,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.44787917140535,17.404858629815728]}"
0_1263,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.49279493561131,17.404858629815728]}"
0_1264,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.5377106998173,17.404858629815728]}"
0_1265,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.58262646402326,17.404858629815728]}"
0_1266,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.62754222822925,17.404858629815728]}"
0_1267,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.67245799243523,17.404858629815728]}"
0_1268,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.7173737566412,17.404858629815728]}"
0_1269,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.76228952084718,17.404858629815728]}"
0_1270,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.80720528505314,17.404858629815728]}"
0_1271,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.85212104925913,17.404858629815728]}"
0_1272,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.8970368134651,17.404858629815728]}"
0_1273,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.94195257767107,17.404858629815728]}"
0_1274,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.98686834187706,17.404858629815728]}"
0_1275,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.03178410608304,17.404858629815728]}"
0_1276,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.076699870289,17.404858629815728]}"
0_1277,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.12161563449499,17.404858629815728]}"
0_1278,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.16653139870095,17.404858629815728]}"
0_1279,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.21144716290694,17.404858629815728]}"
0_1280,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.25636292711292,17.404858629815728]}"
0_1281,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.30127869131888,17.404858629815728]}"
0_1282,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.34619445552487,17.404858629815728]}"
0_1283,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39111021973083,17.404858629815728]}"
0_1284,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.61568904076071,17.404858629815728]}"
0_1285,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.70552056917268,17.404858629815728]}"
0_1286,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.75043633337864,17.404858629815728]}"
0_1287,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79535209758463,17.404858629815728]}"
0_1288,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8402678617906,17.404858629815728]}"
0_1289,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.88518362599658,17.404858629815728]}"
0_1290,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.93009939020256,17.404858629815728]}"
0_1291,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.97501515440852,17.404858629815728]}"
0_1292,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.0199309186145,17.404858629815728]}"
0_1293,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.06484668282047,17.404858629815728]}"
0_1294,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10976244702645,17.404858629815728]}"
0_1295,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.15467821123244,17.404858629815728]}"
0_1296,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.1995939754384,17.404858629815728]}"
0_1297,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.24450973964439,17.404858629815728]}"
0_1298,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.28942550385037,17.404858629815728]}"
0_1299,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.33434126805633,17.404858629815728]}"
0_1300,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37925703226232,17.404858629815728]}"
0_1301,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.42417279646828,17.404858629815728]}"
0_1302,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.46908856067427,17.404858629815728]}"
0_1303,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.10040624522605,17.449774394021706]}"
0_1304,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.14532200943204,17.449774394021706]}"
0_1305,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.19023777363802,17.449774394021706]}"
0_1306,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.23515353784398,17.449774394021706]}"
0_1307,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.28006930204997,17.449774394021706]}"
0_1308,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.32498506625593,17.449774394021706]}"
0_1309,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.36990083046192,17.449774394021706]}"
0_1310,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.4148165946679,17.449774394021706]}"
0_1311,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.45973235887386,17.449774394021706]}"
0_1312,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.50464812307985,17.449774394021706]}"
0_1313,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.54956388728581,17.449774394021706]}"
0_1314,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.5944796514918,17.449774394021706]}"
0_1315,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.63939541569778,17.449774394021706]}"
0_1316,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.68431117990374,17.449774394021706]}"
0_1317,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.72922694410973,17.449774394021706]}"
0_1318,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.7741427083157,17.449774394021706]}"
0_1319,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.81905847252168,17.449774394021706]}"
0_1320,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.86397423672766,17.449774394021706]}"
0_1321,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.90889000093362,17.449774394021706]}"
0_1322,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9538057651396,17.449774394021706]}"
0_1323,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.99872152934559,17.449774394021706]}"
0_1324,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.04363729355155,17.449774394021706]}"
0_1325,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.08855305775754,17.449774394021706]}"
0_1326,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1334688219635,17.449774394021706]}"
0_1327,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.17838458616949,17.449774394021706]}"
0_1328,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.22330035037547,17.449774394021706]}"
0_1329,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.26821611458143,17.449774394021706]}"
0_1330,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.31313187878742,17.449774394021706]}"
0_1331,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.35804764299338,17.449774394021706]}"
0_1332,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.40296340719937,17.449774394021706]}"
0_1333,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.44787917140535,17.449774394021706]}"
0_1334,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.49279493561131,17.449774394021706]}"
0_1335,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.5377106998173,17.449774394021706]}"
0_1336,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.58262646402326,17.449774394021706]}"
0_1337,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.62754222822925,17.449774394021706]}"
0_1338,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.67245799243523,17.449774394021706]}"
0_1339,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.7173737566412,17.449774394021706]}"
0_1340,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.76228952084718,17.449774394021706]}"
0_1341,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.80720528505314,17.449774394021706]}"
0_1342,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.85212104925913,17.449774394021706]}"
0_1343,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.8970368134651,17.449774394021706]}"
0_1344,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.94195257767107,17.449774394021706]}"
0_1345,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.98686834187706,17.449774394021706]}"
0_1346,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.03178410608304,17.449774394021706]}"
0_1347,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.076699870289,17.449774394021706]}"
0_1348,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.12161563449499,17.449774394021706]}"
0_1349,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.16653139870095,17.449774394021706]}"
0_1350,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.21144716290694,17.449774394021706]}"
0_1351,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.25636292711292,17.449774394021706]}"
0_1352,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.30127869131888,17.449774394021706]}"
0_1353,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.34619445552487,17.449774394021706]}"
0_1354,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39111021973083,17.449774394021706]}"
0_1355,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.43602598393682,17.449774394021706]}"
0_1356,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.70552056917268,17.449774394021706]}"
0_1357,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.75043633337864,17.449774394021706]}"
0_1358,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79535209758463,17.449774394021706]}"
0_1359,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8402678617906,17.449774394021706]}"
0_1360,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.88518362599658,17.449774394021706]}"
0_1361,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.93009939020256,17.449774394021706]}"
0_1362,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.97501515440852,17.449774394021706]}"
0_1363,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.0199309186145,17.449774394021706]}"
0_1364,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.06484668282047,17.449774394021706]}"
0_1365,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10976244702645,17.449774394021706]}"
0_1366,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.15467821123244,17.449774394021706]}"
0_1367,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.1995939754384,17.449774394021706]}"
0_1368,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.24450973964439,17.449774394021706]}"
0_1369,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.28942550385037,17.449774394021706]}"
0_1370,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.33434126805633,17.449774394021706]}"
0_1371,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37925703226232,17.449774394021706]}"
0_1372,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.42417279646828,17.449774394021706]}"
0_1373,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.46908856067427,17.449774394021706]}"
0_1374,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.51400432488025,17.449774394021706]}"
0_1375,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.10040624522605,17.49469015822768]}"
0_1376,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.14532200943204,17.49469015822768]}"
0_1377,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.19023777363802,17.49469015822768]}"
0_1378,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.23515353784398,17.49469015822768]}"
0_1379,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.28006930204997,17.49469015822768]}"
0_1380,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.32498506625593,17.49469015822768]}"
0_1381,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.36990083046192,17.49469015822768]}"
0_1382,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.4148165946679,17.49469015822768]}"
0_1383,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.45973235887386,17.49469015822768]}"
0_1384,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.50464812307985,17.49469015822768]}"
0_1385,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.54956388728581,17.49469015822768]}"
0_1386,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.5944796514918,17.49469015822768]}"
0_1387,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.63939541569778,17.49469015822768]}"
0_1388,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.68431117990374,17.49469015822768]}"
0_1389,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.72922694410973,17.49469015822768]}"
0_1390,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.7741427083157,17.49469015822768]}"
0_1391,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.81905847252168,17.49469015822768]}"
0_1392,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.86397423672766,17.49469015822768]}"
0_1393,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.90889000093362,17.49469015822768]}"
0_1394,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9538057651396,17.49469015822768]}"
0_1395,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.99872152934559,17.49469015822768]}"
0_1396,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.04363729355155,17.49469015822768]}"
0_1397,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.08855305775754,17.49469015822768]}"
0_1398,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1334688219635,17.49469015822768]}"
0_1399,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.17838458616949,17.49469015822768]}"
0_1400,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.22330035037547,17.49469015822768]}"
0_1401,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.26821611458143,17.49469015822768]}"
0_1402,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.31313187878742,17.49469015822768]}"
0_1403,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.35804764299338,17.49469015822768]}"
0_1404,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.40296340719937,17.49469015822768]}"
0_1405,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.44787917140535,17.49469015822768]}"
0_1406,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.49279493561131,17.49469015822768]}"
0_1407,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.5377106998173,17.49469015822768]}"
0_1408,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.58262646402326,17.49469015822768]}"
0_1409,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.62754222822925,17.49469015822768]}"
0_1410,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.67245799243523,17.49469015822768]}"
0_1411,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.7173737566412,17.49469015822768]}"
0_1412,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.76228952084718,17.49469015822768]}"
0_1413,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.80720528505314,17.49469015822768]}"
0_1414,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.85212104925913,17.49469015822768]}"
0_1415,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.8970368134651,17.49469015822768]}"
0_1416,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.94195257767107,17.49469015822768]}"
0_1417,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.98686834187706,17.49469015822768]}"
0_1418,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.03178410608304,17.49469015822768]}"
0_1419,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.076699870289,17.49469015822768]}"
0_1420,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.12161563449499,17.49469015822768]}"
0_1421,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.16653139870095,17.49469015822768]}"
0_1422,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.21144716290694,17.49469015822768]}"
0_1423,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.25636292711292,17.49469015822768]}"
0_1424,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.30127869131888,17.49469015822768]}"
0_1425,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.34619445552487,17.49469015822768]}"
0_1426,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.39111021973083,17.49469015822768]}"
0_1427,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.43602598393682,17.49469015822768]}"
0_1428,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.4809417481428,17.49469015822768]}"
0_1429,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.75043633337864,17.49469015822768]}"
0_1430,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.79535209758463,17.49469015822768]}"
0_1431,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.8402678617906,17.49469015822768]}"
0_1432,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.88518362599658,17.49469015822768]}"
0_1433,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.93009939020256,17.49469015822768]}"
0_1434,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[75.97501515440852,17.49469015822768]}"
0_1435,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.0199309186145,17.49469015822768]}"
0_1436,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.06484668282047,17.49469015822768]}"
0_1437,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.10976244702645,17.49469015822768]}"
0_1438,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.15467821123244,17.49469015822768]}"
0_1439,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.1995939754384,17.49469015822768]}"
0_1440,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.24450973964439,17.49469015822768]}"
0_1441,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.28942550385037,17.49469015822768]}"
0_1442,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.33434126805633,17.49469015822768]}"
0_1443,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37925703226232,17.49469015822768]}"
0_1444,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.42417279646828,17.49469015822768]}"
0_1445,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.46908856067427,17.49469015822768]}"
0_1446,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.51400432488025,17.49469015822768]}"
0_1447,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.10040624522605,17.53960592243366]}"
0_1448,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.14532200943204,17.53960592243366]}"
0_1449,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.19023777363802,17.53960592243366]}"
0_1450,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.23515353784398,17.53960592243366]}"
0_1451,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.28006930204997,17.53960592243366]}"
0_1452,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.32498506625593,17.53960592243366]}"
0_1453,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.36990083046192,17.53960592243366]}"
0_1454,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.4148165946679,17.53960592243366]}"
0_1455,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.45973235887386,17.53960592243366]}"
0_1456,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.50464812307985,17.53960592243366]}"
0_1457,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.54956388728581,17.53960592243366]}"
0_1458,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.5944796514918,17.53960592243366]}"
0_1459,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.63939541569778,17.53960592243366]}"
0_1460,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.68431117990374,17.53960592243366]}"
0_1461,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.72922694410973,17.53960592243366]}"
0_1462,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.7741427083157,17.53960592243366]}"
0_1463,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.81905847252168,17.53960592243366]}"
0_1464,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.86397423672766,17.53960592243366]}"
0_1465,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.90889000093362,17.53960592243366]}"
0_1466,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.9538057651396,17.53960592243366]}"
0_1467,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.99872152934559,17.53960592243366]}"
0_1468,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.04363729355155,17.53960592243366]}"
0_1469,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.08855305775754,17.53960592243366]}"
0_1470,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1334688219635,17.53960592243366]}"
0_1471,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.17838458616949,17.53960592243366]}"
0_1472,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.22330035037547,17.53960592243366]}"
0_1473,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.26821611458143,17.53960592243366]}"
0_1474,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.31313187878742,17.53960592243366]}"
